Nombre,CANAL,GERENCIA,OPERACIÓN,REGIONAL,REGIÓN,Aliado
AQI-WHATSAPP-R1-CALL,CALL CENTER,ENTORNOS DIGITALES,WHATSAPP,R1 REGION COSTA - WHATSAPP,R1,AQI
AQI-WHATSAPP-R4-CALL,CALL CENTER,ENTORNOS DIGITALES,WHATSAPP,R4 REGION CENTRO - WHATSAPP,R4,AQI
ARCOS BOGOTA-JAIRO MACHADO-MOVIL PORTABILIDAD-R4,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL PORTABILIDAD,R4 REGION CENTRO-JAIRO MACHADO-MOVIL PORTABILIDAD,R4,ARCOS BOGOTA
ARCOS BOGOTA-RUSSI CARDENAS GIANCARLO-T&T-R1,TMK,JEAN CARLO RUSSI,TMK-T&T,R1 REGION COSTA-T&T,R1,ARCOS BOGOTA
ARCOS BOGOTA-RUSSI CARDENAS GIANCARLO-T&T-R2,TMK,JEAN CARLO RUSSI,TMK-T&T,R2 REGION NOROCCIDENTE-T&T,R2,ARCOS BOGOTA
ARCOS BOGOTA-RUSSI CARDENAS GIANCARLO-T&T-R3,TMK,JEAN CARLO RUSSI,TMK-T&T,R3 REGION OCCIDENTE-T&T,R3,ARCOS BOGOTA
ARCOS BOGOTA-RUSSI CARDENAS GIANCARLO-T&T-R4,TMK,JEAN CARLO RUSSI,TMK-T&T,R4 REGION CENTRO-T&T,R4,ARCOS BOGOTA
ARCOS BOGOTA-RUSSI CARDENAS GIANCARLO-T&T-R5,TMK,JEAN CARLO RUSSI,TMK-T&T,R5 REGION ORIENTE-T&T,R5,ARCOS BOGOTA
ARPESOD ASOCIADO SAS-R3-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R3 REGION OCCIDENTE-CADENAS,R3,ARPESOD ASOCIADO SAS
ARTECOM-CALLE-R4-COM,COMERCIAL,AGENTES COMERCIALES,COM-CALLE,R4 REGION CENTRO-CALLE,R4,ARTECOM
ASISTE ING BQUILLA-JENNIFER ARIAS-HOGAR-R1,TMK,JENNIFER ARIAS,TMK-JENNIFER ARIAS-HOGAR,R1 REGION COSTA-JENNIFER ARIAS-HOGAR,R1,ASISTE ING
ASISTE ING BQUILLA-RUSSI CARDENAS GIANCARLO-T&T-R1,TMK,JEAN CARLO RUSSI,TMK-T&T,R1 REGION COSTA-T&T,R1,ASISTE ING
ASISTE ING BQUILLA-RUSSI CARDENAS GIANCARLO-T&T-R2,TMK,JEAN CARLO RUSSI,TMK-T&T,R2 REGION NOROCCIDENTE-T&T,R2,ASISTE ING
ASISTE ING BQUILLA-RUSSI CARDENAS GIANCARLO-T&T-R3,TMK,JEAN CARLO RUSSI,TMK-T&T,R3 REGION OCCIDENTE-T&T,R3,ASISTE ING
ASISTE ING BQUILLA-RUSSI CARDENAS GIANCARLO-T&T-R4,TMK,JEAN CARLO RUSSI,TMK-T&T,R4 REGION CENTRO-T&T,R4,ASISTE ING
ASISTE ING BQUILLA-RUSSI CARDENAS GIANCARLO-T&T-R5,TMK,JEAN CARLO RUSSI,TMK-T&T,R5 REGION ORIENTE-T&T,R5,ASISTE ING
ASISTE ING-RUSSI CARDENAS GIANCARLO-T&T-R1,TMK,JEAN CARLO RUSSI,TMK-T&T,R1 REGION COSTA-T&T,R1,ASISTE ING
ASISTE ING-RUSSI CARDENAS GIANCARLO-T&T-R2,TMK,JEAN CARLO RUSSI,TMK-T&T,R2 REGION NOROCCIDENTE-T&T,R2,ASISTE ING
ASISTE ING-RUSSI CARDENAS GIANCARLO-T&T-R3,TMK,JEAN CARLO RUSSI,TMK-T&T,R3 REGION OCCIDENTE-T&T,R3,ASISTE ING
ASISTE ING-RUSSI CARDENAS GIANCARLO-T&T-R4,TMK,JEAN CARLO RUSSI,TMK-T&T,R4 REGION CENTRO-T&T,R4,ASISTE ING
ASISTE ING-RUSSI CARDENAS GIANCARLO-T&T-R5,TMK,JEAN CARLO RUSSI,TMK-T&T,R5 REGION ORIENTE-T&T,R5,ASISTE ING
ATENTO BOGOTA-JAIRO MACHADO-MOVIL MIGRACION-R1,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL MIGRACION,R1 REGION COSTA-JAIRO MACHADO-MOVIL MIGRACION,R1,ATENTO
ATENTO BOGOTA-JAIRO MACHADO-MOVIL MIGRACION-R2,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL MIGRACION,R2 REGION NOROCCIDENTE-JAIRO MACHADO-MOVIL MIGRACION,R2,ATENTO
ATENTO BOGOTA-JAIRO MACHADO-MOVIL MIGRACION-R3,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL MIGRACION,R3 REGION OCCIDENTE-JAIRO MACHADO-MOVIL MIGRACION,R3,ATENTO
ATENTO BOGOTA-JAIRO MACHADO-MOVIL MIGRACION-R4,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL MIGRACION,R4 REGION CENTRO-JAIRO MACHADO-MOVIL MIGRACION,R4,ATENTO
ATENTO BOGOTA-JAIRO MACHADO-MOVIL MIGRACION-R5,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL MIGRACION,R5 REGION ORIENTE-JAIRO MACHADO-MOVIL MIGRACION,R5,ATENTO
ATENTO BOGOTA-JAIRO MACHADO-MOVIL PORTABILIDAD-R4,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL PORTABILIDAD,R4 REGION CENTRO-JAIRO MACHADO-MOVIL PORTABILIDAD,R4,ATENTO
ATENTO BOGOTA-JENNIFER ARIAS-HOGAR-R3,TMK,JENNIFER ARIAS,TMK-JENNIFER ARIAS-HOGAR,R3 REGION OCCIDENTE-JENNIFER ARIAS-HOGAR,R3,ATENTO
ATENTO BOGOTA-JENNIFER ARIAS-HOGAR-R4,TMK,JENNIFER ARIAS,TMK-JENNIFER ARIAS-HOGAR,R4 REGION CENTRO-JENNIFER ARIAS-HOGAR,R4,ATENTO
ATENTO BOGOTA-JENNIFER ARIAS-HOGAR-R5,TMK,JENNIFER ARIAS,TMK-JENNIFER ARIAS-HOGAR,R5 REGION ORIENTE-JENNIFER ARIAS-HOGAR,R5,ATENTO
ATENTO BOGOTA-RUSSI CARDENAS GIANCARLO-T&T-R1,TMK,JEAN CARLO RUSSI,TMK-T&T,R1 REGION COSTA-T&T,R1,ATENTO
ATENTO BOGOTA-RUSSI CARDENAS GIANCARLO-T&T-R2,TMK,JEAN CARLO RUSSI,TMK-T&T,R2 REGION NOROCCIDENTE-T&T,R2,ATENTO
ATENTO BOGOTA-RUSSI CARDENAS GIANCARLO-T&T-R3,TMK,JEAN CARLO RUSSI,TMK-T&T,R3 REGION OCCIDENTE-T&T,R3,ATENTO
ATENTO BOGOTA-RUSSI CARDENAS GIANCARLO-T&T-R4,TMK,JEAN CARLO RUSSI,TMK-T&T,R4 REGION CENTRO-T&T,R4,ATENTO
ATENTO BOGOTA-RUSSI CARDENAS GIANCARLO-T&T-R5,TMK,JEAN CARLO RUSSI,TMK-T&T,R5 REGION ORIENTE-T&T,R5,ATENTO
ATENTO-ASEGURAMIENTO DE BAJAS-R4-CALL,CALL CENTER,RELACIONES PRIORITARIAS,ASEGURAMIENTO DE BAJAS,R4 REGION CENTRO-ASEGURAMIENTO DE BAJAS,R4,ATENTO
ATENTO-BROWNFIELD-R4-CALL,CALL CENTER,RELACIONES PRIORITARIAS,BROWNFIELD,R4 REGION CENTRO-BROWNFIELD,R4,ATENTO
ATENTO-CAMPAÑAS -R4-CALL,CALL CENTER,RELACIONES PRIORITARIAS,CAMPAÑAS,R4 REGION CENTRO-CAMPAÑAS,R4,ATENTO
ATENTO-CLIENTES CRITICOS-R4-CALL,CALL CENTER,SOPORTE,CLIENTES CRITICOS,R4 REGION CENTRO - CLIENTES CRITICOS,R4,ATENTO
ATENTO-RETENCIÓN -R2-CALL,CALL CENTER,RELACIONES PRIORITARIAS,RETENCIÓN,R2 REGION NOROCCIDENTE-RETENCIÓN,R2,ATENTO
ATENTO-RETENCIÓN -R4-CALL,CALL CENTER,RELACIONES PRIORITARIAS,RETENCIÓN,R4 REGION CENTRO-RETENCIÓN,R4,ATENTO
ATENTO-SWAT WHATSAPP-R4-CALL,CALL CENTER,ENTORNOS DIGITALES,SWAT WHATSAPP - CALL,R4 REGION CENTRO - SWAT WHATSAPP,R4,ATENTO
ATENTO-SWAT-R2-CALL,CALL CENTER,TRAFICO INBOUND,SWAT-TRAFICO INBOUND,R2 REGION NOROCCIDENTE-SWAT-TRAFICO INBOUND,R2,ATENTO
ATENTO-SWAT-R4-CALL,CALL CENTER,TRAFICO INBOUND,SWAT-TRAFICO INBOUND,R4 REGION CENTRO-SWAT-TRAFICO INBOUND,R4,ATENTO
ATENTO-TRASLADOS WHATSAPP-R4-CALL,CALL CENTER,RELACIONES PRIORITARIAS,TRASLADOS WHATSAPP,R4 REGION CENTRO-TRASLADOS WHATSAPP,R4,ATENTO
ATENTO-TRASLADOS-R2-CALL,CALL CENTER,RELACIONES PRIORITARIAS,TRASLADOS,R2 REGION NOROCCIDENTE-TRASLADOS,R2,ATENTO
ATENTO-TRASLADOS-R4-CALL,CALL CENTER,RELACIONES PRIORITARIAS,TRASLADOS,R4 REGION CENTRO-TRASLADOS,R4,ATENTO
ATENTO-VENTAS-R4-CALL,CALL CENTER,RELACIONES PRIORITARIAS,VENTAS,R4 REGION CENTRO-VENTAS,R4,ATENTO
BANCO DE BOGOTA-R4-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R4 REGION CENTRO-CADENAS,R4,BANCO DE BOGOTA
BELSY YADIRA LOZANO MURILLO-R5-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R5 REGION ORIENTE-CADENAS,R5,BELSY YADIRA LOZANO MURILLO
BENTOINT-RUSSI CARDENAS GIANCARLO-T&T-R1,TMK,JEAN CARLO RUSSI,TMK-T&T,R1 REGION COSTA-T&T,R1,BENTOINT
BENTOINT-RUSSI CARDENAS GIANCARLO-T&T-R2,TMK,JEAN CARLO RUSSI,TMK-T&T,R2 REGION NOROCCIDENTE-T&T,R2,BENTOINT
BENTOINT-RUSSI CARDENAS GIANCARLO-T&T-R3,TMK,JEAN CARLO RUSSI,TMK-T&T,R3 REGION OCCIDENTE-T&T,R3,BENTOINT
BENTOINT-RUSSI CARDENAS GIANCARLO-T&T-R4,TMK,JEAN CARLO RUSSI,TMK-T&T,R4 REGION CENTRO-T&T,R4,BENTOINT
BENTOINT-RUSSI CARDENAS GIANCARLO-T&T-R5,TMK,JEAN CARLO RUSSI,TMK-T&T,R5 REGION ORIENTE-T&T,R5,BENTOINT
BLACKMOVIL SAS-PDV-R2-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R2 REGION NOROCCIDENTE-PDV,R2,BLACKMOVIL SAS
BLACKMOVIL SAS-R3-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R3 REGION OCCIDENTE-PDV,R3,BLACKMOVIL SAS
BLUE VALLEDUPAR-R1-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R1 REGION COSTA-CADENAS,R1,BLUE VALLEDUPAR
BOGOTÁ SANTA FE-R4-CAV,CAV,GERENCIA CAV,CONSTANZA ARDILA CRUZ-R4,R4 - REGION CENTRO-CAV,R4,BOGOTÁ SANTA FE
BOLANOCELL ORO SAS-CALLE-R1-COM,COMERCIAL,AGENTES COMERCIALES,COM-CALLE,R1 REGION COSTA-CALLE,R1,BOLANOCELL ORO SAS
BOLANOCELL ORO SAS-PDV-R1-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R1 REGION COSTA-PDV,R1,BOLANOCELL ORO SAS
BOLAÑOCELL ORO-R4-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R4 REGION CENTRO-PDV,R4,BOLANOCELL ORO SAS
BOTICA-R2-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R2 REGION NOROCCIDENTE-CADENAS,R2,BOTICA
BRM BOGOTA-JAIRO MACHADO-MOVIL MIGRACION-R5,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL MIGRACION,R5 REGION ORIENTE-JAIRO MACHADO-MOVIL MIGRACION,R5,BRM
BRM BOGOTA-JAIRO MACHADO-MOVIL PORTABILIDAD-R5,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL PORTABILIDAD,R5 REGION ORIENTE-JAIRO MACHADO-MOVIL PORTABILIDAD,R5,BRM
BRM BOGOTA-JENNIFER ARIAS-HOGAR-R5,TMK,JENNIFER ARIAS,TMK-JENNIFER ARIAS-HOGAR,R5 REGION ORIENTE-JENNIFER ARIAS-HOGAR,R5,BRM
BRM BOGOTA-RUSSI CARDENAS GIANCARLO-T&T-R1,TMK,JEAN CARLO RUSSI,TMK-T&T,R1 REGION COSTA-T&T,R1,BRM
BRM BOGOTA-RUSSI CARDENAS GIANCARLO-T&T-R2,TMK,JEAN CARLO RUSSI,TMK-T&T,R2 REGION NOROCCIDENTE-T&T,R2,BRM
BRM BOGOTA-RUSSI CARDENAS GIANCARLO-T&T-R3,TMK,JEAN CARLO RUSSI,TMK-T&T,R3 REGION OCCIDENTE-T&T,R3,BRM
BRM BOGOTA-RUSSI CARDENAS GIANCARLO-T&T-R4,TMK,JEAN CARLO RUSSI,TMK-T&T,R4 REGION CENTRO-T&T,R4,BRM
BRM BOGOTA-RUSSI CARDENAS GIANCARLO-T&T-R5,TMK,JEAN CARLO RUSSI,TMK-T&T,R5 REGION ORIENTE-T&T,R5,BRM
BRM-FILTRO-R2-CALL,CALL CENTER,TRAFICO INBOUND,FILTRO-TRAFICO INBOUND,R2 REGION NOROCCIDENTE-FILTRO-TRAFICO INBOUND,R2,BRM
BRM-FILTRO-R4-CALL,CALL CENTER,TRAFICO INBOUND,FILTRO-TRAFICO INBOUND,R4 REGION CENTRO-FILTRO-TRAFICO INBOUND,R4,BRM
BRM-MASIVO-R2-CALL,CALL CENTER,TRAFICO INBOUND,MASIVO SAC-TRAFICO INBOUND,R2 REGION NOROCCIDENTE-MASIVO-TRAFICO INBOUND,R2,BRM
BRM-RECUPERACIÓN CONVERGENTE -R4-CALL,CALL CENTER,RELACIONES PRIORITARIAS,RECUPERACIÓN CONVERGENTE,R4 REGION CENTRO-RECUPERACIÓN CONVERGENTE,R4,BRM
BRM-ROBO-R2-CALL,CALL CENTER,TRAFICO INBOUND,ROBO-TRAFICO INBOUND,R2 REGION NOROCCIDENTE-ROBO-TRAFICO INBOUND,R2,BRM
BRM-SOPORTE-R2-CALL,CALL CENTER,SOPORTE,MASIVO SOPORTE,R2 REGION NOROCCIDENTE - MASIVO SOPORTE,R2,BRM
BRM-VENTAS-R2-CALL,CALL CENTER,RELACIONES PRIORITARIAS,VENTAS,R2 REGION NOROCCIDENTE-VENTAS,R2,BRM
BRM-VENTAS-R4-CALL,CALL CENTER,RELACIONES PRIORITARIAS,VENTAS,R4 REGION CENTRO-VENTAS,R4,BRM
BRM-WHATSAPP-R2-CALL,CALL CENTER,ENTORNOS DIGITALES,WHATSAPP,R2 REGION NOROCCIDENTE - WHATSAPP,R2,BRM
BUIMON-CALLE-R5-COM,COMERCIAL,AGENTES COMERCIALES,COM-CALLE,R5 REGION ORIENTE-CALLE,R5,BUIMON
BUIMON-R5-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R5 REGION ORIENTE-PDV,R5,BUIMON
C Y S COMUNICACIONES ASOCIADOS-R4-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R4 REGION CENTRO-CADENAS,R4,C Y S COMUNICACIONES ASOCIADOS
CALI EXPRESS-JAIRO MACHADO-MOVIL MIGRACION-R3,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL MIGRACION,R3 REGION OCCIDENTE-JAIRO MACHADO-MOVIL MIGRACION,R3,CALI EXPRESS
CALI EXPRESS-JAIRO MACHADO-MOVIL PORTABILIDAD-R3,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL PORTABILIDAD,R3 REGION OCCIDENTE-JAIRO MACHADO-MOVIL PORTABILIDAD,R3,CALI EXPRESS
CALI EXPRESS-JENNIFER ARIAS-HOGAR-R3,TMK,JENNIFER ARIAS,TMK-JENNIFER ARIAS-HOGAR,R3 REGION OCCIDENTE-JENNIFER ARIAS-HOGAR,R3,CALI EXPRESS
CATALITICO BQUILLA-JAIRO MACHADO-MOVIL MIGRACION-R1,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL MIGRACION,R1 REGION COSTA-JAIRO MACHADO-MOVIL MIGRACION,R1,CATALITICO
CATALITICO BQUILLA-JAIRO MACHADO-MOVIL PORTABILIDAD-R1,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL PORTABILIDAD,R1 REGION COSTA-JAIRO MACHADO-MOVIL PORTABILIDAD,R1,CATALITICO
CATALITICO BQUILLA-JENNIFER ARIAS-HOGAR-R1,TMK,JENNIFER ARIAS,TMK-JENNIFER ARIAS-HOGAR,R1 REGION COSTA-JENNIFER ARIAS-HOGAR,R1,CATALITICO
CATALITICO BQUILLA-JENNIFER ARIAS-HOGAR-R4,TMK,JENNIFER ARIAS,TMK-JENNIFER ARIAS-HOGAR,R4 REGION CENTRO-JENNIFER ARIAS-HOGAR,R4,CATALITICO
CATALITICO BQUILLA-RUSSI CARDENAS GIANCARLO-T&T-R1,TMK,JEAN CARLO RUSSI,TMK-T&T,R1 REGION COSTA-T&T,R1,CATALITICO
CATALITICO BQUILLA-RUSSI CARDENAS GIANCARLO-T&T-R2,TMK,JEAN CARLO RUSSI,TMK-T&T,R2 REGION NOROCCIDENTE-T&T,R2,CATALITICO
CATALITICO BQUILLA-RUSSI CARDENAS GIANCARLO-T&T-R3,TMK,JEAN CARLO RUSSI,TMK-T&T,R3 REGION OCCIDENTE-T&T,R3,CATALITICO
CATALITICO BQUILLA-RUSSI CARDENAS GIANCARLO-T&T-R4,TMK,JEAN CARLO RUSSI,TMK-T&T,R4 REGION CENTRO-T&T,R4,CATALITICO
CATALITICO BQUILLA-RUSSI CARDENAS GIANCARLO-T&T-R5,TMK,JEAN CARLO RUSSI,TMK-T&T,R5 REGION ORIENTE-T&T,R5,CATALITICO
CAV - ACACÍAS,CAV,GERENCIA CAV,INGRID ASTRID SANCHEZ-R5,R5 - REGIÓN ORIENTE-CAV,R5,CAV ACACÍAS
CAV - AGUACHICA,CAV,GERENCIA CAV,MANUEL SALVADOR PEREZ CAICEDO-R1,R1 - REGION COSTA-CAV,R1,CAV AGUACHICA
CAV - APARTADO,CAV,GERENCIA CAV,GERENTE REGIONAL - R2,R2 - REGION NOROCCIDENTE-CAV,R2,CAV APARTADO
CAV - ARMENIA CENTRO,CAV,GERENCIA CAV,GERENTE REGIONAL - R2,R2 - REGION NOROCCIDENTE-CAV,R2,CAV ARMENIA CENTRO
CAV - ARMENIA PORTAL QUINDÍO,CAV,GERENCIA CAV,GERENTE REGIONAL - R2,R2 - REGION NOROCCIDENTE-CAV,R2,CAV ARMENIA PORTAL QUINDÍO
CAV - BARRANCABERMEJA,CAV,GERENCIA CAV,INGRID ASTRID SANCHEZ-R5,R5 - REGIÓN ORIENTE-CAV,R5,CAV BARRANCABERMEJA
CAV - BARRANQUILLA CENTRO,CAV,GERENCIA CAV,MANUEL SALVADOR PEREZ CAICEDO-R1,R1 - REGION COSTA-CAV,R1,CAV BARRANQUILLA CENTRO
CAV - BARRANQUILLA METROPOLITANO,CAV,GERENCIA CAV,MANUEL SALVADOR PEREZ CAICEDO-R1,R1 - REGION COSTA-CAV,R1,CAV BARRANQUILLA METROPOLITANO
CAV - BARRANQUILLA PARQUE ALEGRA,CAV,GERENCIA CAV,MANUEL SALVADOR PEREZ CAICEDO-R1,R1 - REGION COSTA-CAV,R1,CAV BARRANQUILLA PARQUE ALEGRA
CAV - BARRANQUILLA PRADO,CAV,GERENCIA CAV,MANUEL SALVADOR PEREZ CAICEDO-R1,R1 - REGION COSTA-CAV,R1,CAV BARRANQUILLA PRADO
CAV - BOGOTÁ ALAMOS,CAV,GERENCIA CAV,CONSTANZA ARDILA CRUZ-R4,R4 - REGION CENTRO-CAV,R4,CAV BOGOTÁ ALAMOS
CAV - BOGOTÁ CALLE 140,CAV,GERENCIA CAV,CONSTANZA ARDILA CRUZ-R4,R4 - REGION CENTRO-CAV,R4,CAV BOGOTÁ CALLE 140
CAV - BOGOTÁ CALLE 94,CAV,GERENCIA CAV,CONSTANZA ARDILA CRUZ-R4,R4 - REGION CENTRO-CAV,R4,CAV BOGOTÁ CALLE 94
CAV - BOGOTÁ CENTRO MAYOR,CAV,GERENCIA CAV,CONSTANZA ARDILA CRUZ-R4,R4 - REGION CENTRO-CAV,R4,CAV BOGOTÁ CENTRO MAYOR
CAV - BOGOTÁ CHAPINERO,CAV,GERENCIA CAV,CONSTANZA ARDILA CRUZ-R4,R4 - REGION CENTRO-CAV,R4,CAV BOGOTÁ CHAPINERO
CAV - BOGOTÁ CRA 7,CAV,GERENCIA CAV,CONSTANZA ARDILA CRUZ-R4,R4 - REGION CENTRO-CAV,R4,CAV BOGOTÁ CRA 7
CAV - BOGOTÁ FLORESTA,CAV,GERENCIA CAV,CONSTANZA ARDILA CRUZ-R4,R4 - REGION CENTRO-CAV,R4,CAV BOGOTÁ FLORESTA
CAV - BOGOTÁ FONTIBON,CAV,GERENCIA CAV,CONSTANZA ARDILA CRUZ-R4,R4 - REGION CENTRO-CAV,R4,CAV BOGOTÁ FONTIBON
CAV - BOGOTÁ KENNEDY,CAV,GERENCIA CAV,CONSTANZA ARDILA CRUZ-R4,R4 - REGION CENTRO-CAV,R4,CAV BOGOTÁ KENNEDY
CAV - BOGOTÁ LA FELICIDAD,CAV,GERENCIA CAV,CONSTANZA ARDILA CRUZ-R4,R4 - REGION CENTRO-CAV,R4,CAV BOGOTÁ LA FELICIDAD
CAV - BOGOTÁ MALL PLAZA NQS,CAV,GERENCIA CAV,CONSTANZA ARDILA CRUZ-R4,R4 - REGION CENTRO-CAV,R4,CAV BOGOTÁ MALL PLAZA NQS
CAV - BOGOTÁ NIZA,CAV,GERENCIA CAV,CONSTANZA ARDILA CRUZ-R4,R4 - REGION CENTRO-CAV,R4,CAV BOGOTÁ NIZA
CAV - BOGOTÁ PASEO VILLA DEL RIO,CAV,GERENCIA CAV,CONSTANZA ARDILA CRUZ-R4,R4 - REGION CENTRO-CAV,R4,CAV BOGOTÁ PASEO VILLA DEL RIO
CAV - BOGOTÁ PLAZA CLARO,CAV,GERENCIA CAV,CONSTANZA ARDILA CRUZ-R4,R4 - REGION CENTRO-CAV,R4,CAV BOGOTÁ PLAZA CLARO
CAV - BOGOTÁ PLAZA DE LAS AMÉRICAS,CAV,GERENCIA CAV,CONSTANZA ARDILA CRUZ-R4,R4 - REGION CENTRO-CAV,R4,CAV BOGOTÁ PLAZA DE LAS AMÉRICAS
CAV - BOGOTÁ PLAZA IMPERIAL,CAV,GERENCIA CAV,CONSTANZA ARDILA CRUZ-R4,R4 - REGION CENTRO-CAV,R4,CAV BOGOTÁ PLAZA IMPERIAL
CAV - BOGOTÁ RESTREPO,CAV,GERENCIA CAV,CONSTANZA ARDILA CRUZ-R4,R4 - REGION CENTRO-CAV,R4,CAV BOGOTÁ RESTREPO
CAV - BOGOTÁ TITAN PLAZA,CAV,GERENCIA CAV,CONSTANZA ARDILA CRUZ-R4,R4 - REGION CENTRO-CAV,R4,CAV BOGOTÁ TITAN PLAZA
CAV - BOGOTÁ TOBERÍN,CAV,GERENCIA CAV,CONSTANZA ARDILA CRUZ-R4,R4 - REGION CENTRO-CAV,R4,CAV BOGOTÁ TOBERÍN
CAV - BOGOTÁ UNICENTRO,CAV,GERENCIA CAV,CONSTANZA ARDILA CRUZ-R4,R4 - REGION CENTRO-CAV,R4,CAV BOGOTÁ UNICENTRO
CAV - BOGOTÁ VENECIA,CAV,GERENCIA CAV,CONSTANZA ARDILA CRUZ-R4,R4 - REGION CENTRO-CAV,R4,CAV BOGOTÁ VENECIA
CAV - BUCARAMANGA CABECERA,CAV,GERENCIA CAV,INGRID ASTRID SANCHEZ-R5,R5 - REGIÓN ORIENTE-CAV,R5,CAV BUCARAMANGA CABECERA
CAV - BUCARAMANGA OMNICENTRO,CAV,GERENCIA CAV,INGRID ASTRID SANCHEZ-R5,R5 - REGIÓN ORIENTE-CAV,R5,CAV BUCARAMANGA OMNICENTRO
CAV - BUENAVENTURA MALECON,CAV,GERENCIA CAV,TATIANA CORREA PELAEZ-R3,R3 - REGION OCCIDENTE-CAV,R3,CAV BUENAVENTURA MALECON
CAV - CALI CHIPICHAPE,CAV,GERENCIA CAV,TATIANA CORREA PELAEZ-R3,R3 - REGION OCCIDENTE-CAV,R3,CAV CALI CHIPICHAPE
CAV - CALI GRAN COMERCIO,CAV,GERENCIA CAV,TATIANA CORREA PELAEZ-R3,R3 - REGION OCCIDENTE-CAV,R3,CAV CALI GRAN COMERCIO
CAV - CALI LA ESTACIÓN,CAV,GERENCIA CAV,TATIANA CORREA PELAEZ-R3,R3 - REGION OCCIDENTE-CAV,R3,CAV CALI LA ESTACIÓN
CAV - CALI NORTE,CAV,GERENCIA CAV,TATIANA CORREA PELAEZ-R3,R3 - REGION OCCIDENTE-CAV,R3,CAV CALI NORTE
CAV - CALI PALMETTO,CAV,GERENCIA CAV,TATIANA CORREA PELAEZ-R3,R3 - REGION OCCIDENTE-CAV,R3,CAV CALI PALMETTO
CAV - CALI SUR,CAV,GERENCIA CAV,TATIANA CORREA PELAEZ-R3,R3 - REGION OCCIDENTE-CAV,R3,CAV CALI SUR
CAV - CARTAGENA BOCAGRANDE,CAV,GERENCIA CAV,MANUEL SALVADOR PEREZ CAICEDO-R1,R1 - REGION COSTA-CAV,R1,CAV CARTAGENA BOCAGRANDE
CAV - CARTAGENA EJECUTIVOS,CAV,GERENCIA CAV,MANUEL SALVADOR PEREZ CAICEDO-R1,R1 - REGION COSTA-CAV,R1,CAV CARTAGENA EJECUTIVOS
CAV - CARTAGENA GRAN MANZANA,CAV,GERENCIA CAV,MANUEL SALVADOR PEREZ CAICEDO-R1,R1 - REGION COSTA-CAV,R1,CAV CARTAGENA GRAN MANZANA
CAV - CARTAGO,CAV,GERENCIA CAV,TATIANA CORREA PELAEZ-R3,R3 - REGION OCCIDENTE-CAV,R3,CAV CARTAGO
CAV - CAUCASIA,CAV,GERENCIA CAV,GERENTE REGIONAL - R2,R2 - REGION NOROCCIDENTE-CAV,R2,CAV CAUCASIA
CAV - CHIA FONTANAR,CAV,GERENCIA CAV,CONSTANZA ARDILA CRUZ-R4,R4 - REGION CENTRO-CAV,R4,CAV CHIA FONTANAR
CAV - CHIA LA LIBERTAD,CAV,GERENCIA CAV,CONSTANZA ARDILA CRUZ-R4,R4 - REGION CENTRO-CAV,R4,CAV CHIA LA LIBERTAD
CAV - CÚCUTA AV. GRAN COLOMBIA,CAV,GERENCIA CAV,INGRID ASTRID SANCHEZ-R5,R5 - REGIÓN ORIENTE-CAV,R5,CAV CÚCUTA AV. GRAN COLOMBIA
CAV - CÚCUTA CENTRO,CAV,GERENCIA CAV,INGRID ASTRID SANCHEZ-R5,R5 - REGIÓN ORIENTE-CAV,R5,CAV CÚCUTA CENTRO
CAV - DUITAMA,CAV,GERENCIA CAV,INGRID ASTRID SANCHEZ-R5,R5 - REGIÓN ORIENTE-CAV,R5,CAV DUITAMA
CAV - ENVIGADO VIVA,CAV,GERENCIA CAV,GERENTE REGIONAL - R2,R2 - REGION NOROCCIDENTE-CAV,R2,CAV ENVIGADO VIVA
CAV - FLORENCIA,CAV,GERENCIA CAV,TATIANA CORREA PELAEZ-R3,R3 - REGION OCCIDENTE-CAV,R3,CAV FLORENCIA
